Timestamp,RawReading,Weight_g
2025-09-18 12:05:26.415,226128,37.50
2025-09-18 12:05:27.195,152314,19.69
2025-09-18 12:05:27.972,119399,18.46
2025-09-18 12:05:28.753,164985,52.06
2025-09-18 12:05:29.532,115030,19.85
2025-09-18 12:05:30.315,120633,21.20
2025-09-18 12:05:31.095,134443,22.02
2025-09-18 12:05:31.872,166112,28.26
2025-09-18 12:05:32.654,165144,26.88
2025-09-18 12:05:33.434,242704,30.76
2025-09-18 12:05:34.215,137569,18.74
2025-09-18 12:05:34.994,126158,44.51
2025-09-18 12:05:35.774,165381,19.24
2025-09-18 12:05:36.553,228861,28.88
2025-09-18 12:05:37.332,120320,19.52
2025-09-18 12:05:38.114,116470,19.64
2025-09-18 12:05:38.894,124348,24.61
2025-09-18 12:05:39.672,141579,26.73
2025-09-18 12:05:40.454,117444,22.65
2025-09-18 12:05:41.234,245021,28.38
2025-09-18 12:05:42.014,271692,45.43
2025-09-18 12:05:42.790,149411,33.49
